cms_id,fyear,system,prov_type,own_type,cbsa,urban_rural
110040,2017,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110041,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110042,2018,WELLSTAR HEALTH SYSTEM,Short-Term,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
110043,2018,ST JOSEPHS / CANDLER,Short-Term,Private (Not For Profit),"Savannah, GA",Urban
110044,2018,PHOEBE PUTNEY HEALTH SYSTEM,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110046,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110045,2018,NORTHEAST GEORGIA HEALTH SYSTEM,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110050,2017,ADVENTIST HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Dalton, GA",Urban
110051,2018,UNION GENERAL HOSPITAL SYSTEM,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110054,2018,FLOYD MEDICAL CENTER SYSTEM,Short-Term,Hospital District or Authority,"Rome, GA",Urban
110064,2018,COLUMBUS REGIONAL HEALTHCARE SYSTEM - GEORGIA,Short-Term,Other,"Columbus, GA-AL",Urban
110128,2018,,Short-Term,Private (For Profit),Rural Georgia,Rural
110069,2017,HOUSTON HEALTHCARE,Short-Term,Private (Not For Profit),"Warner Robins, GA",Urban
110071,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110073,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110074,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Other,"Athens-Clarke County, GA",Urban
110075,2018,COMMUNITY HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Georgia,Rural
110076,2018,DEKALB MEDICAL,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110078,2018,EMORY HEALTHCARE,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110079,2018,,Short-Term,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
110082,2018,EMORY HEALTHCARE,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110083,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110086,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110087,2018,GWINNETT HEALTH SYSTEM,Short-Term,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
110089,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110091,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110092,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110095,2018,TIFT COUNTY HOSPITAL AUTHORITY,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110100,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110101,2018,TIFT COUNTY HOSPITAL AUTHORITY,Short-Term,Private (For Profit),Rural Georgia,Rural
110104,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110105,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110107,2018,NAVICENT HEALTH,Short-Term,Hospital District or Authority,"Macon-Bibb County, GA",Urban
110109,2018,ER HOSPITALS LLC,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110111,2017,UNIVERSITY HEALTH CARE SYSTEM,Short-Term,Hospital District or Authority,"Augusta-Richmond County, GA-SC",Urban
110113,2018,COMMUNITY HOSPITAL CORPORATION,Short-Term,Private (For Profit),"Augusta-Richmond County, GA-SC",Urban
110115,2018,WELLSTAR HEALTH SYSTEM,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110121,2018,ARCHBOLD MEDICAL CENTER,Short-Term,Private (Not For Profit),Rural Georgia,Rural
110122,2018,SOUTH GEORGIA MEDICAL CENTER HEALTH SYSTEM,Short-Term,Hospital District or Authority,"Valdosta, GA",Urban
110124,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110125,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),Rural Georgia,Rural
110129,2017,LIFEPOINT HEALTH,Short-Term,Private (Not For Profit),"Columbus, GA-AL",Urban
110130,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110132,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110135,2018,,Short-Term,Private (Not For Profit),"Warner Robins, GA",Urban
110142,2018,,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110143,2018,WELLSTAR HEALTH SYSTEM,Short-Term,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
110146,2018,SOUTHEAST GEORGIA HEALTH SYSTEM,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110150,2018,OCONEE REGIONAL HEALTH SYSTEM,Short-Term,Private (For Profit),Rural Georgia,Rural
110153,2017,HOUSTON HEALTHCARE,Short-Term,Private (Not For Profit),"Warner Robins, GA",Urban
110161,2018,NORTHSIDE HOSPITAL SYSTEM,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110164,2018,HCA HEALTHCARE,Short-Term,Private (Not For Profit),"Macon-Bibb County, GA",Urban
110165,2017,PRIME HEALTHCARE SERVICES,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110168,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Rome, GA",Urban
110177,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Augusta-Richmond County, GA-SC",Urban
110184,2018,WELLSTAR HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110187,2018,,Short-Term,Private (For Profit),Rural Georgia,Rural
110189,2018,QUORUM HEALTH CORPORATION,Short-Term,Private (For Profit),Rural Georgia,Rural
110191,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
110192,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110194,2018,,Short-Term,Private (Not For Profit),Rural Georgia,Rural
110198,2018,WELLSTAR HEALTH SYSTEM,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110200,2018,COLUMBUS REGIONAL HEALTHCARE SYSTEM - GEORGIA,Short-Term,Private (For Profit),"Columbus, GA-AL",Urban
110205,2016,SUNLINK HEALTH SYSTEMS,Short-Term,Private (For Profit),Rural Georgia,Rural
110215,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110225,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
110226,2018,DEKALB MEDICAL,Short-Term,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
110229,2018,PIEDMONT HEALTHCARE SYSTEM,Short-Term,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110230,2018,EMORY HEALTHCARE,Short-Term,Private (For Profit),Rural Georgia,Rural
110233,2018,CANCER TREATMENT CENTERS OF AMERICA,Short-Term,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
110234,2018,SOUTH GEORGIA MEDICAL CENTER HEALTH SYSTEM,Short-Term,Hospital District or Authority,Rural Georgia,Rural
110236,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (For Profit),"Chattanooga, TN-GA",Urban
110190,2018,,Short-Term,Private (Not For Profit),Rural Georgia,Rural
110201,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Macon-Bibb County, GA",Urban
110209,2018,UNIVERSAL HEALTH SERVICES,Short-Term,Private (For Profit),Rural Georgia,Rural
110235,2015,,Short-Term,Private (For Profit),"Savannah, GA",Urban
111300,2018,PHOEBE PUTNEY HEALTH SYSTEM,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111302,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111303,2018,OCONEE REGIONAL HEALTH SYSTEM,Critical Access Hospitals,Local,"Atlanta-Sandy Springs-Roswell, GA",Urban
111316,2017,,Critical Access Hospitals,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
111304,2018,,Critical Access Hospitals,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
111305,2018,CHILDRENS HEALTHCARE OF ATLANTA,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111306,2018,,Critical Access Hospitals,Hospital District or Authority,"Savannah, GA",Urban
111308,2018,SOUTH GEORGIA MEDICAL CENTER HEALTH SYSTEM,Critical Access Hospitals,Local,Rural Georgia,Rural
111310,2018,NAVICENT HEALTH,Critical Access Hospitals,Hospital District or Authority,"Warner Robins, GA",Urban
111311,2017,,Critical Access Hospitals,Private (For Profit),Rural Georgia,Rural
111312,2017,NATIONAL SURGICAL HEALTHCARE,Critical Access Hospitals,Private (For Profit),Rural Georgia,Rural
111313,2018,NAVICENT HEALTH,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111314,2018,PIONEER HEALTH SERVICES,Critical Access Hospitals,Private (Not For Profit),Rural Georgia,Rural
111315,2015,,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111318,2018,COMMUNITY HOSPITAL CORPORATION,Critical Access Hospitals,Hospital District or Authority,"Macon-Bibb County, GA",Urban
111319,2018,WELLSTAR HEALTH SYSTEM,Critical Access Hospitals,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
111320,2018,TANNER HEALTH SYSTEM,Critical Access Hospitals,Hospital District or Authority,"Atlanta-Sandy Springs-Roswell, GA",Urban
111323,2017,NATIONAL SURGICAL HEALTHCARE,Critical Access Hospitals,Private (For Profit),Rural Georgia,Rural
111324,2018,UNION GENERAL HOSPITAL SYSTEM,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111325,2018,COMMUNITY HOSPITAL CORPORATION,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111326,2018,SOUTH GEORGIA MEDICAL CENTER HEALTH SYSTEM,Critical Access Hospitals,Hospital District or Authority,"Valdosta, GA",Urban
111327,2018,,Critical Access Hospitals,Other,Rural Georgia,Rural
111328,2018,PHOEBE PUTNEY HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),"Albany, GA",Urban
111329,2018,TRINITY HEALTH,Critical Access Hospitals,Private (For Profit),Rural Georgia,Rural
111330,2018,FLOYD MEDICAL CENTER SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Georgia,Rural
111331,2018,ARCHBOLD MEDICAL CENTER,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111332,2018,ARCHBOLD MEDICAL CENTER,Critical Access Hospitals,Hospital District or Authority,"Valdosta, GA",Urban
111333,2018,CHILDRENS HEALTHCARE OF ATLANTA,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111334,2017,,Critical Access Hospitals,Hospital District or Authority,Rural Georgia,Rural
111335,2018,,Critical Access Hospitals,Hospital District or Authority,"Hinesville, GA",Urban
111336,2018,INMED GROUP  INC,Critical Access Hospitals,Private (For Profit),Rural Georgia,Rural
112000,2018,ROOSEVELT WARM SPRINGS,Long-Term Hospitals,State,"Atlanta-Sandy Springs-Roswell, GA",Urban
112004,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112005,2017,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112006,2018,DEKALB HEALTHCARE SYS,Long-Term Hospitals,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112003,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112007,2018,WELLSTAR HEALTH SYSTEM,Long-Term Hospitals,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112009,2017,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112010,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),"Rome, GA",Urban
112011,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (Not For Profit),"Savannah, GA",Urban
112012,2018,,Long-Term Hospitals,Private (For Profit),"Columbus, GA-AL",Urban
112013,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Augusta-Richmond County, GA-SC",Urban
112014,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112015,2018,CHRISTUS HEALTH,Long-Term Hospitals,Private (Not For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
112016,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),"Macon-Bibb County, GA",Urban
112017,2017,,Long-Term Hospitals,Private (For Profit),"Athens-Clarke County, GA",Urban
112018,2018,,Long-Term Hospitals,Private (For Profit),"Savannah, GA",Urban
113028,2018,ROOSEVELT WARM SPRINGS,Rehabilitation Hospitals,State,"Atlanta-Sandy Springs-Roswell, GA",Urban
113029,2018,,Rehabilitation Hospitals,Private (Not For Profit),"Macon-Bibb County, GA",Urban
113030,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Augusta-Richmond County, GA-SC",Urban
113031,2018,EMORY HEALTHCARE,Rehabilitation Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
113032,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
113033,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),"Savannah, GA",Urban
113300,2018,CHILDRENS HEALTHCARE OF ATLANTA,Childrens Hospitals,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
113301,2018,CHILDRENS HEALTHCARE OF ATLANTA,Childrens Hospitals,Other,"Atlanta-Sandy Springs-Roswell, GA",Urban
114004,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
114008,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Savannah, GA",Urban
114010,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
114012,2017,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
114019,2018,,Psychiatric Hospitals,State,"Atlanta-Sandy Springs-Roswell, GA",Urban
114028,2018,,Psychiatric Hospitals,Private (For Profit),"Savannah, GA",Urban
114029,2018,,Psychiatric Hospitals,State,"Augusta-Richmond County, GA-SC",Urban
114032,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
114016,2018,UNIVERSAL HEALTH SERVICES  INC,Psychiatric Hospitals,Federal,"Brunswick, GA",Urban
114035,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
114036,2018,ACADIA HEALTHCARE,Psychiatric Hospitals,Private (For Profit),"Valdosta, GA",Urban
114037,2017,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),"Atlanta-Sandy Springs-Roswell, GA",Urban
120001,2018,THE QUEENS HEALTH SYSTEMS,Short-Term,Private (Not For Profit),"Urban Honolulu, HI",Urban
120002,2018,KAISER PERMANENTE,Short-Term,State,"Kahului-Wailuku-Lahaina, HI",Urban
120004,2018,COMMUNITY HOSPITAL CORPORATION,Short-Term,Private (Not For Profit),"Urban Honolulu, HI",Urban
120005,2018,HAWAII HEALTH SYSTEMS CORP,Short-Term,State,Rural Hawaii,Rural
120006,2018,ADVENTIST HEALTH,Short-Term,Church,"Urban Honolulu, HI",Urban
120007,2018,,Short-Term,Private (Not For Profit),"Urban Honolulu, HI",Urban
120011,2017,KAISER PERMANENTE,Short-Term,Private (Not For Profit),"Urban Honolulu, HI",Urban
120014,2018,HAWAII PACIFIC HEALTH,Short-Term,Federal,Rural Hawaii,Rural
120019,2018,HAWAII HEALTH SYSTEMS CORP,Short-Term,State,Rural Hawaii,Rural
120022,2018,HAWAII PACIFIC HEALTH,Short-Term,Private (For Profit),"Urban Honolulu, HI",Urban
120026,2018,HAWAII PACIFIC HEALTH,Short-Term,Private (For Profit),"Urban Honolulu, HI",Urban
120028,2018,THE QUEENS HEALTH SYSTEMS,Short-Term,Private (Not For Profit),Rural Hawaii,Rural
121300,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,State,Rural Hawaii,Rural
121302,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,State,Rural Hawaii,Rural
121301,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,State,Rural Hawaii,Rural
121303,2018,THE QUEENS HEALTH SYSTEMS,Critical Access Hospitals,Private (Not For Profit),"Kahului-Wailuku-Lahaina, HI",Urban
121304,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,Other,"Urban Honolulu, HI",Urban
121306,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,State,Rural Hawaii,Rural
121307,2018,HAWAII HEALTH SYSTEMS CORP,Critical Access Hospitals,State,Rural Hawaii,Rural
121305,2018,KAISER PERMANENTE,Critical Access Hospitals,State,"Kahului-Wailuku-Lahaina, HI",Urban
122001,2018,HAWAII HEALTH SYSTEMS CORPORATION,Long-Term Hospitals,State,"Urban Honolulu, HI",Urban
123025,2018,,Rehabilitation Hospitals,Private (Not For Profit),"Urban Honolulu, HI",Urban
123300,2018,HAWAII PACIFIC HEALTH,Childrens Hospitals,Private (Not For Profit),"Urban Honolulu, HI",Urban
123301,2017,,Childrens Hospitals,Private (Not For Profit),"Urban Honolulu, HI",Urban
121308,2018,KAISER PERMANENTE,Critical Access Hospitals,State,"Kahului-Wailuku-Lahaina, HI",Urban
124001,2017,SUTTER HEALTH,Psychiatric Hospitals,Private (Not For Profit),"Urban Honolulu, HI",Urban
130002,2018,ST LUKES HEALTH SYSTEM,Short-Term,Private (Not For Profit),Rural Idaho,Rural
130003,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (Not For Profit),"Lewiston, ID-WA",Urban
130006,2018,ST LUKES HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Boise City, ID",Urban
130007,2018,TRINITY HEALTH,Short-Term,Church,"Boise City, ID",Urban
130013,2018,TRINITY HEALTH,Short-Term,Church,"Boise City, ID",Urban
130014,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Boise City, ID",Urban
130018,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),"Idaho Falls, ID",Urban
130028,2018,PORTNEUF HEALTH PARTNERS,Short-Term,Private (For Profit),"Pocatello, ID",Urban
130025,2018,,Short-Term,Local,Rural Idaho,Rural
130049,2018,,Short-Term,Hospital District or Authority,"Coeur dAlene, ID",Urban
130063,2017,SURGICAL CARE AFFILIATES,Short-Term,Private (For Profit),"Boise City, ID",Urban
130065,2018,SURGERY PARTNERS,Short-Term,Physician Ownership,"Idaho Falls, ID",Urban
130066,2018,NATIONAL SURGICAL HEALTHCARE,Short-Term,Private (For Profit),"Coeur dAlene, ID",Urban
131301,2018,,Critical Access Hospitals,Other,Rural Idaho,Rural
130067,2017,,Short-Term,Private (For Profit),Rural Idaho,Rural
131302,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131303,2018,,Critical Access Hospitals,Local,Rural Idaho,Rural
131304,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Idaho,Rural
131305,2018,,Critical Access Hospitals,Local,Rural Idaho,Rural
130071,2018,ST LUKES HEALTH SYSTEM,Short-Term,Private (Not For Profit),"Boise City, ID",Urban
131307,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Idaho,Rural
131308,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Idaho,Rural
131309,2018,,Critical Access Hospitals,Local,Rural Idaho,Rural
131310,2018,ST LUKES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131311,2018,ST LUKES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131312,2018,ST LUKES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131313,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131314,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Idaho,Rural
131315,2018,,Critical Access Hospitals,Hospital District or Authority,Rural Idaho,Rural
131316,2018,,Critical Access Hospitals,Local,Rural Idaho,Rural
131317,2017,,Critical Access Hospitals,Local,Rural Idaho,Rural
131318,2018,,Critical Access Hospitals,Local,"Boise City, ID",Urban
131319,2018,,Critical Access Hospitals,Local,Rural Idaho,Rural
131321,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131320,2018,ESSENTIA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131322,2018,,Critical Access Hospitals,Local,"Logan, UT-ID",Urban
131323,2018,ST LUKES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131324,2018,,Critical Access Hospitals,Hospital District or Authority,"Idaho Falls, ID",Urban
131325,2018,BINGHAM MEMORIAL HOSPITAL SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131326,2018,INTERMOUNTAIN HEALTHCARE,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131327,2017,,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
131328,2018,,Critical Access Hospitals,Private (Not For Profit),Rural Idaho,Rural
132001,2018,ERNEST HEALTH INC,Long-Term Hospitals,Private (For Profit),"Coeur dAlene, ID",Urban
